"distance_from_home","distance_from_last_transaction","ratio_to_median_purchase_price","repeat_retailer","used_chip","used_pin_number","online_order","fraud","Class [kNN]"
0.03608123675665389,0.0024316335609961106,0.05027795302553686,1,1,0,1,"0.0",0
0.002702201298785953,0.0001023650079543878,0.010332821208509166,1,0,0,0,"0.0",0
0.003954289526950049,0.00043544853651457935,0.01288547124922032,1,0,0,0,"0.0",0
0.0386044911806245,0.00030843426550919813,0.0063907283336272795,1,0,0,0,"0.0",0
0.002473838761276414,0.0007857806332131846,0.0973115682581323,1,0,0,1,"1.0",1
0.0011959359637934608,0.0030015589695800756,0.0037639354609003152,0,0,1,1,"0.0",0
0.019830128609640448,0.10957986623692868,0.024361781078648614,1,0,0,0,"0.0",0
0.05389884018646098,0.0003547968995857514,0.01174004722796707,1,0,1,0,"0.0",0
0.005397438718474393,0.0016586057930814977,0.00831050991501806,1,0,0,0,"0.0",0
0.043145797282079554,0.0003199266771580798,0.07305044365913142,1,1,0,1,"0.0",0
0.007575328433997996,0.011704338179871484,0.03599840215107052,1,1,0,1,"0.0",0
0.004897865920271137,0.002192558027202364,0.004877033712671881,1,1,0,1,"0.0",0
0.005383418962696341,0.00007762034071923308,0.004717795794806471,1,0,0,0,"0.0",0
0.01464019308547068,0.000036245517287511934,0.01178026205377819,1,0,0,1,"0.0",0
0.03883743319091718,0.00009278163792033252,0.056566508950270274,1,0,0,0,"0.0",0
0.12902950182721193,0.0002558108650406769,0.016212188010879872,1,0,0,0,"0.0",0
0.00468237404505919,0.00032680614483508453,0.0066974451059842195,1,0,0,1,"0.0",0
0.09557700116858711,0.00030935030766392413,0.08128553978756221,1,0,0,1,"0.0",0
0.0057223372071885294,0.001641623810004592,0.039709502092298773,1,0,0,1,"0.0",0
0.014372200820174565,0.0007988128368723848,0.049301392653482747,1,0,0,1,"0.0",0
0.03213374607512763,0.0007139090103889616,0.012769185086583814,1,0,0,0,"0.0",0
0.13252902527939273,0.0029562055635136827,0.03185603345808793,1,1,0,1,"0.0",0
0.008766982852315587,0.0023376292164725737,0.019327652310591272,1,0,0,1,"0.0",0
0.007257384375932714,0.03614996741627304,0.005361117056343323,1,0,0,1,"0.0",0
0.001774625846149301,0.000021203605594156047,0.06163976110016305,0,0,0,1,"0.0",0
0.02659140267130501,0.00218017511707291,0.07532370237567688,1,0,0,1,"0.0",0
0.02648432035268471,0.002685243186606892,0.005580452733320724,1,0,0,0,"0.0",0
0.010671139176635668,0.0047069075678450815,0.028233686998872205,1,0,0,1,"0.0",0
0.02132553164372016,0.00030942100146247434,0.14372701103925162,1,1,0,1,"1.0",1
0.050617844841189696,0.00821083359703626,0.04928635074596971,1,1,1,1,"0.0",0
0.0142998074628658,0.00018081287217846788,0.45414175521737465,1,1,0,1,"1.0",1
0.015081372917493552,0.018410373625486025,0.00445458691763307,1,1,0,1,"0.0",0
0.1544969924003404,0.007661945403125798,0.013671236923102962,1,0,0,0,"0.0",0
0.015052238552488615,0.000007439588441657875,0.02035710041613915,1,0,0,1,"0.0",0
0.0013924620666003235,0.0008830556697277944,0.008891699187121545,0,0,0,1,"0.0",0
0.2257310332869686,0.0021968718232043996,0.010535713782636257,1,0,0,1,"1.0",1
0.002604472365298293,0.009955724414670334,0.0019195257716310328,1,0,1,1,"0.0",0
0.04607416122583763,0.0075378365292130866,0.01650824868439684,1,1,0,1,"0.0",0
0.06541865667046211,0.0010908985269223303,0.028047033320025047,1,1,0,1,"0.0",0
0.024559823163428463,0.009550766759998615,0.052855179300350906,1,0,0,0,"0.0",0
0.01604473287924582,0.0037772736670562716,0.012969642412156927,1,0,0,1,"0.0",0
0.0004480885160423599,0.009668208041471879,0.004099505857444764,0,0,0,1,"0.0",0
0.005993711043868658,0.00007422534602214444,0.010306294821878871,1,0,0,0,"0.0",0
0.06590452379413275,0.0005962928183785605,0.007391354956978362,1,0,0,0,"0.0",0
0.0010869241041470586,0.0025213999558820676,0.01709494115494604,0,1,1,0,"0.0",0
0.07070681602015087,0.0020856124712026543,0.00811990295499613,1,0,0,1,"0.0",0
0.011434673508454268,0.012033918586090408,0.027085785892634502,1,0,0,1,"0.0",0
0.001923055180227605,0.00020735599326153297,0.014265620443142965,1,0,1,1,"0.0",0
0.0010846872268814897,0.0005591014191102881,0.04037391901084443,0,0,1,1,"0.0",0
0.03719717429946572,0.000900003305084894,0.01708530050835495,1,0,0,1,"0.0",0
0.057103582856862706,0.00017464833775911027,0.07675151122190965,1,0,0,0,"0.0",0
0.0005850256439818952,0.0008194186114753709,0.16893631180515595,0,0,0,1,"1.0",1
0.031568134105646906,0.00035663610969600875,0.031952275372521356,1,1,0,0,"0.0",0
0.003271273542730233,0.004192874392817345,0.04135609513900733,1,1,0,1,"0.0",0
0.023418717349905617,0.0026504239294893503,0.014652767942185736,1,1,0,1,"0.0",0
0.006391491183906938,0.00005920587580900711,0.01315204936080404,1,0,0,1,"0.0",0
0.00801623008956026,0.001185114010055403,0.03310539972714492,1,0,0,1,"0.0",0
0.004282256683004749,0.00006487783898164447,0.026099252490121013,1,1,0,1,"0.0",0
0.003156826384844344,0.00048151409243503494,0.2626612075792172,1,1,0,0,"0.0",0
0.04120906780281193,0.0003696708375712203,0.005947835506040989,1,1,0,1,"0.0",0
0.0038076210563426642,0.00035647391105715935,0.02478475811920793,1,1,0,1,"0.0",0
0.013140070830953973,0.00032529734357100953,0.02872871959603818,1,0,0,0,"0.0",0
0.0030484804329524756,0.005260905240780898,0.1840322682512918,1,0,0,0,"0.0",0
0.0031260365616187996,0.0021410503122490975,0.010557857200215267,1,1,0,1,"0.0",0
0.009936891540936138,0.0011037055435773678,0.041868414418320926,1,0,0,0,"0.0",0
0.0192689558119955,0.019092681104759694,0.13587571392576972,1,1,1,1,"0.0",0
0.12612482226774321,0.000694577694790015,0.031194178148771658,1,0,0,1,"1.0",1
0.030951460091780122,0.0028136507513490117,0.026151581952575616,1,0,0,0,"0.0",0
0.008562223806726693,0.0001035639617239004,0.09193875510781659,1,0,0,0,"0.0",0
0.0012441981891568523,0.0027675050574104314,0.02063132773542538,0,0,0,0,"0.0",0
0.0020052559890097648,0.0001473010874699007,0.0062803471678951105,1,0,0,0,"0.0",0
0.109927187100436,0.00041394436988977784,0.019142815719588625,1,0,0,1,"1.0",1
0.005931685083960155,0.011868845236688156,0.011781359232727936,1,0,0,0,"0.0",0
0.039595649191318597,0.0004272427460324056,0.01862051460550896,1,0,0,1,"0.0",0
0.0018198520107293463,0.0009522547453098641,0.007621574006175062,0,0,0,0,"0.0",0
0.002854796539035607,0.010392109500232841,0.012655639458904005,1,1,0,1,"0.0",0
0.030834284442925918,0.0004387885258595623,0.03109389276210274,1,0,0,0,"0.0",0
0.0005388578243468223,0.00242618877983398,0.006388732150414899,0,0,0,1,"0.0",0
0.03267903523667275,0.00043986034566406544,0.09728717851845498,1,0,0,0,"0.0",0
0.0032027130527343866,0.0016593319573054513,0.0411201583497638,1,1,0,0,"0.0",0
0.001110488054922769,0.0006249462991368526,0.11053778051197811,0,0,0,1,"1.0",1
0.009266469332774568,0.014282827764128042,0.06103376555654015,1,0,1,1,"0.0",0
0.0018103056704392982,0.0008996956034984118,0.013605083958217664,0,0,0,0,"0.0",0
0.03522424742054845,0.005144553030063237,0.12054146397543615,1,1,0,1,"1.0",1
0.021962125561225714,0.005006979430097073,0.010149938452803138,1,1,0,0,"0.0",0
0.001100242931009618,0.012425947926190532,0.003484882507682567,0,1,0,0,"0.0",0
0.009531688112701234,0.00008997471609000526,0.0012177642942665448,1,0,0,1,"0.0",0
0.015568000567568293,0.014551723113031332,0.016705210195210592,1,0,0,1,"0.0",0
0.002410920837722448,0.0006528104652327265,0.03914794888518894,1,1,0,1,"0.0",0
0.0168836650090472,0.0004016124721921291,0.03935987593524047,1,0,0,0,"0.0",0
0.06979558843639198,0.0011982689016692288,0.00838621908704682,1,0,0,0,"0.0",0
0.010459761427223387,0.0004949199879378123,0.013246801217349356,1,0,0,1,"0.0",0
0.0068307737355525165,0.0005693171304629818,0.11763081374879332,1,1,0,1,"1.0",1
0.005194771000802248,0.00013031716749208242,0.009900863060269004,1,0,0,1,"0.0",0
0.03672349707283823,0.0051499038224729005,0.38366781985947823,1,1,0,1,"1.0",1
0.0012910410558905172,0.011905039544258237,0.003936003888196519,0,1,0,0,"0.0",0
0.002541055752897673,0.013787817653911214,0.02347783762708697,1,0,0,1,"0.0",0
0.0055994693323549085,0.0002924309300257852,0.0198114417633179,1,1,0,1,"0.0",0
0.004763512618667609,0.00007471486022891152,0.016039344972655835,1,1,0,1,"0.0",0
0.002738592337902705,0.0016777050120992969,0.032615775110410375,1,0,0,1,"0.0",0
0.05512366205774351,0.00006275484662883662,0.016905113171907685,1,1,0,1,"0.0",0
0.005282807997715581,0.00004543817979572401,0.06407500525464865,1,0,0,0,"0.0",0
0.00919246018352431,0.000026420623802709657,0.014693461303828956,1,0,0,1,"0.0",0
0.0026586667286148903,0.004701941309527114,0.011924035553883518,1,0,0,0,"0.0",0
0.0010566588523477714,0.001683709642597025,0.014016970407207785,0,1,0,0,"0.0",0
0.023357606527885405,0.0026238382171519217,0.003929509736334252,1,0,0,1,"0.0",0
0.008583394960120172,0.00263220766952583,0.1273119690641282,1,1,0,1,"1.0",1
0.004380263945908579,0.0003227688994449507,0.02944505974125616,1,0,0,0,"0.0",0
0.006377393178782511,0.00004513339295958559,0.015146350644285857,1,1,0,1,"0.0",0
0.011569946388777397,0.026837612977974067,0.022535038365207642,1,0,0,1,"0.0",0
0.01816552990148229,0.00008529860150337353,0.0028746262925288877,1,1,0,1,"0.0",0
0.0003466094159406991,0.0020198746961410923,0.03842024262306936,0,0,0,0,"0.0",0
0.003970692746847237,0.00009388702654287391,0.025557665713602407,1,1,0,1,"0.0",0
0.018014346841288956,0.010546810000464344,0.2347226250864995,1,1,0,1,"1.0",1
0.012768860942300387,0.007012964680322403,0.0687507181182386,1,0,1,1,"0.0",0
0.005757865401215973,0.0005815556086580907,0.010034956094994052,1,1,0,0,"0.0",0
0.010408068375707985,0.0002705164667507527,0.17432609482418635,1,0,0,1,"1.0",1
0.14570492383176145,0.0014151683708586505,0.16282514497057646,1,0,0,1,"1.0",1
0.05981910121926709,0.00031279796037494994,0.047041480424174185,1,1,0,0,"0.0",0
0.004912022033612998,0.0003224896288007127,0.030632126032433708,1,0,1,0,"0.0",0
0.01434219927430507,0.00027278207761130373,0.06784210505307081,1,0,0,1,"0.0",0
0.0175389185923772,0.0003301031955610169,0.00805411315246295,1,0,0,1,"0.0",0
0.08876837713106202,0.0010440378696215617,0.020761648155795027,1,1,0,1,"0.0",0
0.010803282338361041,0.00011292124288256451,0.03441664280988939,1,0,1,1,"0.0",0
0.013861738352428783,0.025072276474695322,0.24819046007529336,1,0,0,0,"0.0",0
0.013110321935164817,0.023673715695072112,0.06660392507743548,1,0,0,0,"0.0",0
0.040294870748204786,0.0026461896665866155,0.028830267459382195,1,1,0,1,"0.0",0
0.007712925580029679,0.00004223711407277371,0.030453908557264004,1,1,0,1,"0.0",0
0.0945639460435221,0.00004031409957010145,0.004131892639151799,1,0,1,1,"0.0",0
0.01605791245068476,0.0010036699330006355,0.02262903589984222,1,1,0,1,"0.0",0
0.01305460555176216,0.0005273706663063874,0.015523023092592769,1,1,0,1,"0.0",0
0.13444103099280788,0.015857063029198433,0.03673435572541207,1,0,1,1,"0.0",0
0.011068121183569835,0.00030798354318235056,0.04634517798475361,1,0,0,0,"0.0",0
0.037435192085534384,0.00003280036761770866,0.01770720260679945,1,0,0,1,"0.0",0
0.05844441195897587,0.00023192942760920582,0.1444826915569288,1,1,0,0,"0.0",0
0.011800906552734696,0.0012667672079646134,0.03362231263754046,1,0,0,1,"0.0",0
0.3469485460170307,0.0011238805882170851,0.0019828568195992932,1,0,0,1,"1.0",1
0.0010475148433919843,0.00017048151674966137,0.1002372554351125,0,0,0,0,"1.0",0
0.06154919893784039,0.00003866326244519462,0.0016843727639745414,1,0,0,0,"0.0",0
0.005491539377291457,0.00016523084947941754,0.057940452314572934,1,0,0,0,"0.0",0
0.023335709118390714,0.00001431887182492848,0.104990012411024,1,0,0,1,"1.0",1
0.0026469745147854823,0.0006622908611040862,0.09317853797585941,1,0,0,1,"0.0",0
0.0003789972703801927,0.0022196075641480345,0.009314627807348536,0,0,0,1,"0.0",0
0.041766186804065214,0.00018754535374075287,0.04645827163759175,1,1,0,1,"0.0",0
0.03008648022095975,0.0017682328733493492,0.016364097160017542,1,0,0,1,"0.0",0
0.02767805102643486,0.0012602634377749593,0.04829896460548335,1,0,0,1,"0.0",0
0.024678202088655884,0.0016171135263379017,0.00943887798956532,1,1,0,0,"0.0",0
0.010660010313315205,0.00046366854375032605,0.017720196125137533,1,0,0,1,"0.0",0
0.01143839781609075,0.0006150222292852302,0.033117044085503394,1,0,0,1,"0.0",0
0.001483461716831284,0.008129222718390916,0.32477547953022723,0,0,0,0,"1.0",0
0.002586642082199549,0.0038461075424162496,0.22469857926912973,1,1,0,0,"0.0",0
0.0015223975133097853,0.010372183794580471,0.0012421291443355247,0,0,0,1,"0.0",0
0.09515904902128515,0.002273991119770411,0.04505112366615801,1,0,0,1,"0.0",0
0.0008742319174643544,0.023637392503335044,0.021656252953151014,0,0,0,1,"0.0",0
0.017143357768734584,0.0028106634419284024,0.02742449337102885,1,1,1,1,"0.0",0
0.0028986592814287675,0.000010145964372043334,0.0034029042914374987,1,0,0,0,"0.0",0
0.011272462927328222,0.051376368812397384,0.007260068966132985,1,1,0,0,"0.0",0
0.019876476216650413,0.0015007994661498099,0.03841270231048484,1,0,0,1,"0.0",0
0.009188283802137246,0.00025310174346501296,0.05894647250033274,1,1,0,1,"0.0",0
0.005952822897338033,0.008066501291936241,0.010786318888105927,1,0,0,0,"0.0",0
0.013094457130053565,0.0008647535844804947,0.43137565033087016,1,1,0,1,"1.0",1
0.005158896345204471,0.00039632505388739357,0.02502061464082177,1,1,1,1,"0.0",0
0.0003845697214049842,0.00020882705169179537,0.04371801799220618,0,0,1,1,"0.0",0
0.031771904136390514,0.00007326852476570629,0.0326164718239355,1,0,1,1,"0.0",0
0.023133345488641103,0.001547821685815646,0.0066652617086918236,1,0,0,0,"0.0",0
0.003253708918421493,0.00010019082785351281,0.018234011838854085,1,0,1,1,"0.0",0
0.0030812768922657548,0.0019209934770619864,0.017306306053022986,1,0,1,0,"0.0",0
0.0007259442163996418,0.00012863679566402352,0.030594367305766503,0,0,0,0,"0.0",0
0.0017794847242898562,0.013398433935516593,0.05195366395316512,0,0,0,1,"0.0",0
0.00543178846087836,0.0027749273814770803,0.003432007508595262,1,1,0,0,"0.0",0
0.05554219432082076,0.00024040494305704491,0.035298322175450085,1,1,0,1,"0.0",0
0.01524893765411545,0.0031543581191215706,0.015338547531471078,1,1,1,0,"0.0",0
0.0015703725566653013,0.0007158522389170055,0.039395216345510894,0,0,0,1,"0.0",0
0.08242092224430443,0.0004570342651547524,0.012952886408532557,1,0,1,0,"0.0",0
0.024020995604667805,0.002798024554399902,0.018635869220522763,1,1,1,1,"0.0",0
0.013533547005648702,0.004015310492172621,0.038224442529730084,1,0,0,1,"0.0",0
0.020200276971378703,0.004437302014523649,0.11999736253259193,1,0,0,1,"1.0",1
0.0019245681601545515,0.0006479904989262585,0.013235148184100992,1,0,0,1,"0.0",0
0.5560609930810282,0.0016543162313862878,0.04590806036821248,1,0,0,1,"1.0",1
0.004097276102600291,0.031395990498124866,0.013194005742489814,1,0,0,0,"0.0",0
0.007244582854121465,0.0018377215598821535,0.03235346656901142,1,0,0,1,"0.0",0
0.03361197264283018,0,0.02204987107232257,1,0,0,0,"0.0",0
0.015526070285428805,0.02919801026915318,0.020717859346640156,1,1,0,1,"0.0",0
0.0023927495691725637,0.005968886649360105,0.010629804761440216,1,1,0,1,"0.0",0
0.039877172858526606,0.0005479248239066445,0.08006651302479356,1,0,0,1,"0.0",0
0.00309381985953725,0.007752123337227114,0.03250381848494784,1,0,0,1,"0.0",0
0.00564855324107052,0.0035615819051317537,0.008607420842561333,1,0,0,0,"0.0",0
0.0015685030044565495,0.039541657558694814,0.001869750123410293,0,1,0,1,"0.0",0
0.019300627944761162,0.0007128173389609255,0.03568272801404299,1,0,0,1,"0.0",0
0.005946254791853539,0.0004977730600327298,0.025366251383893503,1,0,0,1,"0.0",0
0.003643467668570962,0.0069381516534598765,0.12872397430589252,1,0,1,0,"0.0",0
0.00210311910813199,0.002385047611662354,0.0023037487578757812,1,1,0,1,"0.0",0
0.008846512039809388,0.0008737124288043766,0.06705623263973749,1,0,0,0,"0.0",0
0.07157798479921047,0.0007048149742464097,0.005700013055018634,1,0,0,1,"0.0",0
0.01172784181032549,0.0003619944315113291,0.01395442369166771,1,0,0,1,"0.0",0
0.006761190388349859,0.0024752932262944376,0.030032621360213216,1,0,0,1,"0.0",0
0.018740232004062676,0.0004229179498232993,0.010081011170497917,1,0,0,1,"0.0",0
0.003959099677049337,0.0010221673578606455,0.004685811401393103,1,0,0,1,"0.0",0
0.025938364066460107,0.0009594876601847375,0.018242195833310847,1,0,1,1,"0.0",0
0.17842965969125435,0.0021682424946035035,0.03169636387794094,1,0,0,1,"1.0",1
0.027637875899920936,0.0030838265842061605,0.011643966573205931,1,0,0,1,"0.0",0
0.0005125991064710667,0.0020634044050069516,0.06191978865055974,0,1,0,1,"0.0",0
0.0020089300196129744,0.0074581446913328485,0.05953813943145858,1,0,1,0,"0.0",0
0.049508963055208216,0.00006650696604630387,0.03921808661984429,1,0,0,1,"0.0",0
0.0038749134185546894,0.0004313494560934166,0.03797739464864009,1,0,0,0,"0.0",0
0.0024778971457458288,0.001331706989176702,0.025577537920488336,1,0,0,1,"0.0",0
0.023090046578299366,0.0003910703628133374,0.051400169929698106,1,0,0,1,"0.0",0
0.01198028858022712,0.00017285381845111812,0.028861284956345188,1,0,0,1,"0.0",0
0.041273786554642325,0.03832551565739591,0.011569567633111644,1,0,0,1,"0.0",0
0.003032929447056273,0.000019102482747167203,0.014907728786127257,1,1,0,1,"0.0",0
0.005038871275436423,0.004392574418521587,0.02143840784972705,1,0,0,1,"0.0",0
0.003863063028174766,0.000028383964187903485,0.013613017879366363,1,0,0,1,"0.0",0
0.00850734381196559,0.0075642905435258576,0.10474300452856938,1,0,0,0,"0.0",0
0.019575149743196803,0.0007887196481961996,0.027119966047290965,1,1,0,1,"0.0",0
0.012742441807547961,0.0003012712194583157,0.10871304250618263,1,1,1,0,"0.0",0
0.03937565910938129,0.0001672717650483218,0.09629454881462088,1,0,0,1,"0.0",1
0.0056649880413443855,0.00209892444206758,0.09523988919471853,1,0,0,1,"0.0",0
0.0005726396831519612,0.00031235008756373245,0.022115230983880393,0,0,0,0,"0.0",0
0.0024823833525152,0.000041380930210932655,0.025801190192233592,1,0,0,1,"0.0",0
0.0232324653202323,0.00002285210870646671,0.06673738302329722,1,0,0,0,"0.0",0
0.025384136444792038,0.004340457862225847,0.029767492121947865,1,0,0,0,"0.0",0
0.002156523625724441,0.0004416128244671991,0.04957404606830117,1,0,0,1,"0.0",0
0.029585404505183408,0.008379555598928671,0.005034219588952485,1,1,1,0,"0.0",0
0.3618054431908668,0.002878208657967466,0.08913250279438693,1,1,0,1,"0.0",0
0.03547296086712653,0.027567734323632017,0.07631903060525481,1,0,0,1,"0.0",0
0.004127225559041911,0.0001612592357923175,0.10076418493893106,1,0,0,1,"1.0",1
0.001421158196701824,0.002889410192268252,0.004476928979867528,0,0,0,0,"0.0",0
0.04501077374934782,0.0017550833921178856,0.02652512428920348,1,0,0,0,"0.0",0
0.014113758580841664,0.007244174325379302,0.07911241642990895,1,1,0,1,"0.0",0
0.0022051189901741933,0.000017209264586301528,0.013747725568168273,1,1,0,1,"0.0",0
0.043969577105492104,0.0380707245429173,0.010729607616772949,1,1,0,0,"0.0",0
0.00842136473520058,0.0005253435088834851,0.01672224214993188,1,0,0,0,"0.0",0
0.0001385959274505776,0.0066265921148196336,0.01281909780849476,0,0,0,1,"0.0",0
0.02449282192041793,0.005304408311157621,0.05401771621662641,1,1,0,0,"0.0",0
0.00253650569529327,0.0001382987065805735,0.06205590263042176,1,0,0,1,"0.0",0
0.0015039784639467074,0.00007427685828688783,0.024797419110633913,0,0,0,1,"0.0",0
0.006436560482578592,0.00047988195283924276,0.024024194091147817,1,0,0,1,"0.0",0
0.011530617088827445,0.005671060385238699,0.022435741342299458,1,0,0,1,"0.0",0
0.03235187060172117,0.008540062701701429,0.039054241583277687,1,1,1,1,"0.0",0
0.0591912261177794,0.0016775230241685237,0.025899203671125966,1,0,0,0,"0.0",0
0.2818004734382988,0.0030456595574109664,0.022902864412926348,1,0,0,0,"0.0",0
0.005424428042036935,0.0036388045836115773,0.006336577720762521,1,1,0,1,"0.0",0
0.03146241256799867,0.01734846593771199,0.007431673410603481,1,0,0,1,"0.0",0
0.005345598145971307,0.0004278603276312529,0.0438182354862041,1,0,0,1,"0.0",0
0.02276736709498675,0.0005749103262227885,0.010834987157627108,1,0,0,0,"0.0",0
0.06892385848271766,0.005017144973594347,0.049409146433951126,1,1,0,1,"0.0",0
0.010084002779042067,0.0003805609984113475,0.011148883279856142,1,1,0,0,"0.0",0
0.03901898787456274,0.00032956653766515464,0.058940899922252786,1,1,0,1,"0.0",0
0.08203974363400625,0.0003571972857142069,0.0700067039071809,1,0,0,1,"0.0",0
0.056117163056635756,0.0018117023450805933,0.000659558260095286,1,0,0,0,"0.0",0
0.022400423321898226,0.0008575199491661393,0.016441368371586575,1,1,0,0,"0.0",0
0.10550540086058345,0.002372768696247918,0.0018670293921505207,1,0,0,1,"1.0",1
0.0013245377247372515,0.00949107969098799,0.008757461824624882,0,0,0,1,"0.0",0
0.00415756350245314,0.00006691647735799812,0.039485315946907636,1,0,0,1,"0.0",0
0.001947475549064425,0.004994622708058271,0.08353418366964913,1,0,1,0,"0.0",0
0.008992125721947276,0.00027631537271294657,0.06138741278239849,1,0,0,1,"0.0",0
0.0025236675720951385,0.0012022649122333641,0.007432238137734744,1,0,0,1,"0.0",0
0.015546946574575712,0.0004477692918878515,0.20577446576569436,1,0,0,1,"1.0",1
0.006475986926437055,0.005259004832607785,0.08204604480681627,1,0,0,1,"0.0",0
0.001903563144624387,0.006065836526293469,0.009541450125532468,1,0,1,1,"0.0",0
0.002625010090912969,0.0009807706362565836,0.026862426599360206,1,0,0,1,"0.0",0
0.0033316895715581655,0.0012510671943403886,0.046400887068783724,1,0,0,0,"0.0",0
0.012408582182470368,0.002473726499072328,0.04357839961364589,1,1,0,1,"0.0",0
0.009196185833930988,0.006664916537935214,0.00518260711302046,1,0,0,1,"0.0",0
0.007349181278503969,0.001867262627755294,0.008513061694179539,1,0,1,0,"0.0",0
0.039910554374005834,0.000493328387660821,0.016384225914829312,1,0,0,1,"0.0",0
0.0452679776574306,0.000497912778805021,0.006608610675931422,1,0,0,1,"0.0",0
0.02827267789678095,0.014486185253770554,0.014205640663036694,1,0,0,1,"0.0",0
0.0022192648008917985,0.0056547531684692405,0.008431094744569894,1,1,0,1,"0.0",0
0.04564760661466013,0.0005707055348781066,0.05379229339378101,1,1,0,1,"0.0",0
0.7922688781967087,0.0003738259920388936,0.013029928973970593,1,1,0,0,"0.0",0
0.008262518382774258,0.00013812606891911932,0.008821243891330984,1,0,1,0,"0.0",0
0.03640719048428808,0.00008457646185326753,0.0038347929150576673,1,1,0,1,"0.0",0
0.0016649396014787644,0.002373621977809699,0.012613374155490287,0,0,0,1,"0.0",0
0.021766196037027404,0.00027325261870888207,0.1478993718423251,1,0,0,1,"1.0",1
0.018757597479456174,0.006953592193375069,0.006966640425156656,1,0,0,1,"0.0",0
0.0012799518279043999,0.0002971381558851537,0.02852633875463296,0,1,1,0,"0.0",0
0.003957722438377651,0.003977299987727202,0.00349813026736086,1,0,0,0,"0.0",0
0.015005854475784012,0.00011977635618019256,0.004824087472078535,1,0,1,0,"0.0",0
0.001097703095369035,0.0004877402909296904,0.024291612100598853,0,0,0,1,"0.0",0
0.011707914124036609,0.002254186236245288,0.04254914242542204,1,1,0,1,"0.0",0
0.006245554529534537,0.0026039863996194378,0.03602242495090434,1,1,1,1,"0.0",0
0.02323592265457115,0.00035602651553117494,0.09946003328736601,1,0,0,1,"1.0",1
0.05137783496410773,0.0001919971417376889,0.03707345405363568,1,0,0,0,"0.0",0
0.048881184435731265,0.006253426491850333,0.014793197415572347,1,1,0,0,"0.0",0
0.003240025824511803,0.00028354256605706463,0.043400797431608684,1,0,0,1,"0.0",0
0.0052450924807470965,0.0005379543578837417,0.03248101445661166,1,1,1,1,"0.0",0
0.023861480135465723,0.0005224532574190377,0.025402355834936854,1,0,0,1,"0.0",0
0.02125919632981236,0.00027059021797449953,0.02738808171593534,1,0,0,0,"0.0",0
0.010132740470734274,0.006554846145437358,0.043174426218884183,1,0,0,1,"0.0",0
0.0059675754353351405,0.0035397107951298987,0.015251351886389335,1,1,1,1,"0.0",0
